"ResponseId","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q25_7","Q25_8","Q25_9","Q25_10","Q26","Q27","Q28","Q29","Q30","Age.Group","Country.of.Subsidiary","Gender","Locale"
"R_1qVRy1Tb6H4VQuf",5,5,5,4,5,4,4,3,3,3,2,3,5,5,5,5,7,2,3,2,3,2,2,5,5,4,4,5,5,4,4,5,4,7,2,4,8,"1,3,5","35 to less than 45","USA","Male","USA"
"R_ulcA526VuI6YlJT",4,3,3,4,4,5,4,3,3,4,4,4,4,4,4,4,NA,2,5,4,2,4,3,3,3,3,3,3,3,3,3,3,3,2,4,4,7,"2,3,4","35 to less than 45","Germany","Female","Germany"
"R_3e7Vhhp67RBAiAt",5,5,4,4,4,4,5,4,3,1,1,1,5,4,4,4,NA,NA,NA,2,2,4,3,5,4,4,5,5,4,4,5,4,4,2,4,4,7,"1,2,3","45 to less than 55","France","Female","France"
"R_3PYsWqdEJrLp7SZ",4,4,4,3,4,5,5,3,3,3,4,3,4,4,4,4,NA,5,5,5,5,3,3,4,4,4,4,4,4,5,5,5,5,4,5,4,5,"1,3,4","35 to less than 45","Germany","Female","Germany"
"R_2cw73eKzUrN67tO",4,4,4,3,2,2,4,2,3,4,4,2,5,5,4,5,NA,2,2,1,2,3,3,5,5,3,5,4,5,4,5,3,5,2,4,5,1,"1,4,5","45 to less than 55","Germany","Female","Germany"
"R_2SDBqW1pYrsRaRK",5,5,5,5,5,4,5,4,5,5,4,4,4,4,4,4,NA,5,5,3,3,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,"1,2,3","35 to less than 45","France","Female","France"
"R_QlyVPRKrgsJZZn3",4,5,3,4,4,4,4,3,4,3,4,4,5,5,5,4,NA,5,5,3,3,3,3,5,5,5,4,3,4,5,5,5,4,2,4,4,7,"1,2,3","55 years or over","Ireland","Male","Ireland"
"R_cJaFfCsvqQufWHT",5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,NA,1,4,4,3,3,2,5,3,5,3,4,3,5,5,5,5,4,5,5,7,"1,2,3","35 to less than 45","Germany","Male","Germany"
"R_2wMu29YGrfXENvW",4,3,3,4,1,4,4,3,4,4,4,2,4,4,4,4,NA,2,2,2,1,3,3,4,4,4,4,4,4,4,4,4,4,1,1,2,8,"3,4,6","35 to less than 45","Italy","Female","Italy"
"R_1rNzzLwJCZFKy9C",4,4,3,3,3,4,5,4,4,4,4,4,4,5,4,4,NA,5,5,2,3,4,5,5,4,4,5,5,4,4,5,4,5,7,2,6,5,"3,5,6","25 to less than 35","Argentina","Female","Argentina"
"R_9pjUvEW5daLw1VL",5,4,4,4,4,5,5,4,5,4,5,4,4,4,4,5,NA,5,5,3,NA,4,NA,5,5,3,5,4,5,3,3,4,5,4,5,4,5,"1,2,3","25 to less than 35","Germany","Female","Germany"
"R_24ovW09w9gmEAlB",4,4,4,4,3,3,4,4,3,4,4,4,5,5,5,NA,7,2,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,5,6,8,"1,3,6","55 years or over","USA","Female","USA"
"R_3qeV7hYgl21iqKm",2,2,2,1,4,4,4,3,1,1,4,1,4,4,4,4,NA,2,5,2,2,2,3,4,4,3,4,4,4,5,5,5,5,4,4,4,7,"2,3,6","35 to less than 45","Mexico","Male","Mexico"
"R_PIiEuzO6OOAV72x",4,3,4,5,4,5,5,5,4,3,3,3,5,5,5,5,NA,2,4,4,1,3,3,5,5,4,4,4,4,3,5,4,5,5,6,6,8,"1,3,6","25 to less than 35","Germany","Female","Germany"
"R_32L4x43aktAIbR1",5,5,4,4,4,4,5,5,4,4,4,4,5,5,5,5,NA,5,5,4,4,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,7,"1,3,6","45 to less than 55","USA","Male","USA"
"R_3EGN6Bcyv4sgwXa",3,3,4,3,4,4,4,4,3,4,3,3,4,4,4,5,NA,2,3,3,1,4,3,4,4,4,4,4,4,5,5,4,4,4,5,6,8,"1,3,6","25 to less than 35","India","Male","India"
"R_oYmN1wD1QSw8cnL",4,4,5,5,4,5,5,4,4,5,5,4,5,5,5,5,NA,5,5,3,4,4,3,5,4,4,5,5,4,5,4,4,5,2,4,5,7,"2,5,6","45 to less than 55","Argentina","Female","Argentina"
"R_23ZC1Y9uzGaZJeR",4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,NA,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,2,5,5,7,"1,4,5","35 to less than 45","Germany","Female","Germany"
"R_27sADgG4UawPzzC",4,3,2,3,1,2,3,2,1,2,3,2,4,4,4,3,7,2,3,2,1,2,2,4,5,4,5,4,5,5,5,5,5,2,1,4,5,"1,3,6","25 to less than 35","USA","Female","USA"
"R_20YZ7aowfHTM6tf",4,5,4,4,4,4,4,5,4,4,4,4,5,5,5,5,NA,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,6,5,8,"2,5,6","35 to less than 45","China","Male","China"
"R_2A0aefndHzCph4I",4,4,2,5,4,3,3,3,2,3,3,3,4,4,3,4,4,5,5,2,2,1,1,3,3,3,3,3,3,3,3,3,3,2,4,4,1,"3","55 years or over","USA","Female","USA"
"R_2QRF0aGbW9G9IIU",5,5,4,4,3,4,5,4,4,4,4,4,5,5,5,5,NA,5,5,4,3,4,4,5,4,4,4,4,3,4,5,5,5,2,5,5,8,"1,5,6","25 to less than 35","Germany","Male","Germany"
"R_22PwdlIpHUTECtc",5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,NA,NA,2,5,5,5,5,5,5,5,4,5,5,4,4,4,4,2,5,5,7,"3,5,6","25 to less than 35","China","Male","China"
"R_3JsVit6FKzBEdU1",5,4,4,4,4,3,4,3,4,3,1,1,5,4,4,4,NA,2,NA,2,2,3,2,5,5,5,5,5,5,5,5,5,5,1,2,2,8,"2,3,6","55 years or over","USA","Female","USA"
"R_BKyafg6hSGCc8PT",5,4,3,3,4,4,5,5,3,4,3,3,4,3,3,2,7,NA,NA,1,1,4,2,5,5,4,4,2,3,4,3,4,4,4,4,5,7,"1,3,4","25 to less than 35","Germany","Male","Germany"
"R_33qh9lo3OqtfykT",3,3,2,2,1,5,4,3,4,2,5,4,5,5,4,4,NA,5,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,"1,2,3","35 to less than 45","Brazil","Male","Brazil"
"R_2Ei0RXDaxCSmjIM",3,5,2,5,4,3,4,3,4,5,5,5,5,5,4,5,NA,5,4,5,5,5,3,5,5,5,5,5,5,5,3,5,5,4,5,5,7,"1,5,6","35 to less than 45","USA","Male","USA"
"R_d4t5es5HwbgToUp",4,4,5,4,3,4,5,4,3,2,5,5,5,5,5,4,2,5,4,4,5,4,3,5,4,5,4,3,5,5,5,4,4,4,5,5,7,"1,3,5","45 to less than 55","Germany","Male","Germany"
"R_3G8JoswJ9ZhRU3O",4,5,3,3,5,4,4,4,3,3,4,2,5,4,4,5,7,5,3,3,2,3,3,4,4,4,4,4,4,4,5,5,5,2,4,6,7,"3,5,6","35 to less than 45","USA","Male","USA"
"R_3hhbQfX6EWXf5VD",5,4,3,4,4,5,4,3,4,4,3,4,4,4,3,3,2,5,NA,4,4,3,2,5,5,5,4,4,5,5,5,5,4,2,2,2,7,"1,3,6","35 to less than 45","Germany","Female","Germany"
"R_1fl0iXLQnEERkko",4,4,4,3,3,3,4,3,4,3,3,3,4,4,4,3,NA,5,4,3,2,4,3,5,5,4,5,4,5,4,5,4,5,4,4,5,5,"1,5,6","35 to less than 45","Germany","Female","Germany"
"R_3q8TF57EBciD4v1",4,4,4,4,4,4,5,4,3,4,3,3,4,4,4,4,NA,5,5,3,3,3,3,4,4,4,4,3,4,4,4,3,4,2,4,4,5,"1,2,4","45 to less than 55","Germany","Male","Germany"
"R_z2xQaMVSUksxUqd",5,5,5,5,3,5,5,5,4,2,5,4,4,4,3,3,2,NA,3,4,4,2,2,5,5,5,5,5,5,5,5,5,5,2,4,4,7,"1,3,4","35 to less than 45","USA","Male","USA"
"R_1FOGS7WmWHRxL9Y",4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,NA,2,NA,3,2,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,5,"2,3,5","25 to less than 35","USA","Female","USA"
"R_3PhLBXJQSjlPd4T",4,4,3,4,3,4,4,3,3,3,4,3,4,4,4,4,7,5,NA,2,2,2,2,3,3,3,2,3,2,3,4,5,4,4,4,2,5,"1,3","45 to less than 55","Germany","Male","Germany"
"R_3CUHOZDngt6LNAw",4,5,3,3,3,5,4,4,4,3,3,3,4,5,5,4,2,3,5,3,3,3,3,4,3,4,4,3,3,3,4,4,4,4,5,5,5,"3,4,5","35 to less than 45","Brazil","Female","Brazil"
"R_2xy3B1DeiPccF8e",3,5,4,4,4,4,4,4,4,5,2,2,5,5,5,5,NA,5,5,3,1,2,2,4,5,4,4,4,4,4,5,5,5,2,4,5,7,"1,2,6","55 years or over","USA","Female","USA"
"R_1gneDIc1tyacazr",4,5,5,5,4,4,4,4,5,4,4,5,4,3,3,2,7,5,NA,4,2,2,1,4,5,3,4,4,5,5,4,4,3,5,5,1,4,"1,3,4","35 to less than 45","Germany","Male","Germany"
"R_2X1dAQZg9tfkL1n",5,5,3,4,4,4,5,4,5,5,4,5,4,4,4,4,2,2,5,4,4,4,3,4,4,3,5,5,4,4,5,4,4,4,4,4,7,"1,3,6","45 to less than 55","Germany","Female","Germany"
"R_2ePZmxATEQuqDCh",4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,NA,5,5,4,3,4,4,5,5,4,5,5,4,4,4,4,4,2,5,5,5,"1,2,6","45 to less than 55","Argentina","Female","Argentina"
"R_2wAm2D0n5e5ZQMp",4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,NA,1,4,3,2,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,8,"1,3,4","35 to less than 45","Germany","Male","Germany"
"R_ZLbicZwcAp0KbQZ",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,5,4,3,1,4,4,5,4,5,5,5,5,4,5,4,4,2,4,4,7,"1,3,5","35 to less than 45","Germany","Female","Germany"
"R_2wLIO7PzueLsPW3",4,4,3,4,4,5,4,4,4,5,5,5,5,5,5,5,NA,NA,4,3,1,2,1,5,5,3,5,4,5,5,5,5,5,2,4,4,4,"1,3,4","45 to less than 55","Germany","Female","Germany"
"R_1F50tOAgd4eFXoD",4,4,4,5,3,4,3,5,3,3,3,4,4,3,3,4,NA,2,3,2,1,2,2,4,5,3,3,3,5,3,4,4,3,4,5,5,7,"3,4,5","35 to less than 45","United Kingdom","Male","United Kingdom"
"R_1myhLfppkgUcGMy",4,4,3,4,4,5,5,4,4,5,5,5,4,5,4,4,NA,5,4,4,5,4,4,5,5,3,4,5,5,4,4,3,4,4,5,4,8,"1,2,3","45 to less than 55","Germany","Male","Germany"
"R_2PjptaZHSY3elnK",4,4,3,5,3,4,5,4,4,4,4,5,5,5,5,5,NA,NA,5,5,5,5,5,4,3,3,4,4,3,5,5,3,5,4,6,6,8,"1,2,5","35 to less than 45","China","Male","China"
"R_WjjfDDIcjcINXJD",3,3,2,3,2,4,4,3,3,2,3,4,5,5,5,4,NA,5,2,4,4,3,4,4,5,4,5,3,3,4,4,5,4,5,4,2,5,"3,5,6","less than 25","Argentina","Female","Argentina"
"R_1hWHenDDvaBpMpU",5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,NA,2,3,4,4,3,4,4,5,4,5,5,5,5,5,5,5,4,5,4,8,"1,2,3","45 to less than 55","USA","Female","USA"
"R_yK2hsexvaigUH7j",4,5,3,3,4,4,5,4,4,4,5,5,5,5,5,5,NA,5,5,2,3,2,2,5,5,5,5,5,5,5,5,5,5,2,2,2,7,"1,2,3","45 to less than 55","United Kingdom","Female","United Kingdom"
"R_3h0jyjsvkSZ365P",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,1,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,5,"","25 to less than 35","China","Male","China"
"R_1Qz0Ys9urmvBDds",4,3,2,4,4,5,5,3,3,3,5,4,5,4,4,4,NA,5,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,7,"3,4,5","25 to less than 35","Germany","Female","Germany"
"R_27U64QsL3lTIzJp",5,5,5,5,5,4,4,3,5,4,4,2,5,4,4,4,NA,NA,4,3,4,4,4,5,5,5,5,5,4,NA,5,5,4,2,2,2,5,"1,2,6","45 to less than 55","France","Female","France"
"R_3qIJ9dk5eYWW9qV",5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,NA,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,8,"2,3,6","55 years or over","Germany","Female","Germany"
"R_1LIsonOO3E2yGwI",3,3,3,3,4,3,4,4,3,3,3,3,5,4,4,4,NA,5,5,2,1,2,2,5,5,5,5,5,5,5,5,5,5,2,4,4,8,"1,3,5","35 to less than 45","Germany","Female","Germany"
"R_yWupGErMpOd9lHH",4,4,4,5,5,5,5,4,5,3,4,3,5,4,5,4,NA,2,3,2,1,1,1,5,4,5,4,2,4,5,4,5,5,2,2,4,4,"2,3,6","55 years or over","Italy","Male","Italy"
"R_3jeMdje9KfvG9Aj",4,4,4,3,2,4,5,3,2,4,2,3,4,3,2,4,NA,3,NA,3,1,2,2,3,3,3,3,1,1,3,2,4,3,4,2,2,5,"1,3,5","25 to less than 35","Germany","Male","Germany"
"R_1g72YUp81u9Do1f",4,4,4,4,4,4,3,3,4,2,5,5,4,4,4,3,NA,5,4,4,4,3,3,4,5,3,4,3,3,5,5,5,5,2,4,5,5,"2,3,6","25 to less than 35","Mexico","Female","Mexico"
"R_2aUzUphShLpmffB",4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,NA,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,7,"1,3,6","35 to less than 45","USA","Female","USA"
"R_3szRKVYJHZciB2p",4,4,4,4,3,5,5,5,3,2,4,4,5,5,5,4,NA,NA,3,4,2,2,2,5,5,5,5,5,5,5,5,5,5,4,1,4,8,"1,2,5","35 to less than 45","USA","Female","USA"
"R_yF9KKZFXESbkHoB",5,5,4,5,5,4,5,5,5,3,5,5,5,4,5,5,7,NA,NA,1,1,1,1,5,5,5,5,5,5,4,4,5,5,1,1,2,8,"3,5,6","55 years or over","France","Female","France"
"R_UzM54FkqlLZtV9n",4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,1,5,NA,3,3,3,3,5,5,4,5,4,4,4,4,4,4,2,4,2,5,"2,3,4","25 to less than 35","Argentina","Female","Argentina"
"R_3imyCNycnQCOrN2",4,4,2,2,3,3,5,5,2,3,4,4,4,4,4,4,4,5,4,3,2,3,3,4,4,4,4,4,4,4,4,4,4,2,5,4,7,"1,3,5","45 to less than 55","USA","Female","USA"
"R_xo8iyJDtbD8wXYt",4,4,2,3,4,5,4,4,4,5,4,5,4,5,4,4,NA,5,5,3,4,5,4,4,5,4,5,5,4,5,4,4,5,2,4,5,7,"2,3,4","55 years or over","Argentina","Male","Argentina"
"R_Ajkxc4Z1iWqTgTT",3,3,2,3,3,4,3,3,3,3,3,3,4,4,4,4,NA,2,NA,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,5,4,8,"2,3,6","35 to less than 45","China","Male","China"
"R_1etKeUYJBT6BsRf",4,3,1,2,4,2,3,NA,4,3,4,3,5,4,4,4,NA,NA,2,1,3,4,2,3,4,3,4,3,3,3,3,4,4,4,4,6,5,"1,3,5","25 to less than 35","USA","Female","USA"
"R_3QPHsXv4Hd0B31a",4,3,4,4,3,5,5,4,3,4,3,4,4,4,4,2,NA,1,NA,2,1,2,2,3,5,3,5,4,5,5,3,4,5,4,4,4,8,"2,3,5","25 to less than 35","Germany","Male","Germany"
"R_3PyFCY8E8y4w0jB",4,4,NA,3,4,4,5,4,4,3,4,5,5,5,5,5,3,5,4,4,3,4,4,5,5,5,5,5,4,5,4,4,4,2,5,2,8,"1,2,3","45 to less than 55","Argentina","Female","Argentina"
"R_3nSjv3o3Lqc8TzY",4,4,4,3,4,4,4,4,3,4,4,4,5,5,5,5,NA,5,NA,4,3,2,3,5,5,5,5,5,5,5,5,5,5,2,5,4,7,"1,2,4","25 to less than 35","USA","Female","USA"
"R_9zATScn4saYvIlz",5,5,5,5,5,5,5,4,4,4,4,3,5,5,5,5,NA,5,5,4,3,3,4,5,5,4,5,5,5,5,5,5,5,2,4,4,7,"2,3,6","35 to less than 45","USA","Male","USA"
"R_25WNPoPaDXA37RA",4,4,5,4,5,4,5,5,3,5,5,4,5,5,3,2,NA,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,2,5,5,7,"1,2,3","35 to less than 45","USA","Female","USA"
"R_3e3oTMFYzCpXjed",3,3,2,2,3,4,4,3,3,3,3,3,5,5,5,5,NA,5,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,7,"1,3,6","35 to less than 45","USA","Female","USA"
"R_1N3pxdpZKtWnvgr",3,3,3,2,4,3,3,2,2,4,3,3,5,5,5,4,NA,5,2,2,2,4,4,5,5,5,4,3,4,4,4,5,4,1,1,4,5,"1,3,5","25 to less than 35","USA","Female","USA"
"R_3PttlHUz1zpMOJB",5,5,5,5,2,4,5,5,5,5,1,1,4,5,4,4,NA,2,NA,4,4,4,4,4,4,4,5,5,3,4,5,5,5,4,4,5,5,"3,5,6","55 years or over","USA","Female","USA"
"R_PuJ153nvPS3YYE1",5,5,5,4,4,4,5,3,4,3,4,4,5,5,5,5,NA,5,NA,3,3,4,4,5,5,5,5,5,5,5,5,5,5,2,6,6,5,"1,2,3","25 to less than 35","USA","Female","USA"
"R_3Dv9xL3ZyOFXqY5",4,4,1,2,1,3,4,3,4,3,5,4,5,4,4,4,NA,5,3,1,5,4,3,5,5,5,5,5,5,5,5,5,5,2,4,4,8,"1,3,5","35 to less than 45","United Kingdom","Female","United Kingdom"
"R_10HMxDQDsEjVSTp",4,4,2,2,3,4,5,4,4,3,4,4,5,5,5,5,NA,5,4,4,4,4,3,5,4,5,4,4,4,5,5,5,5,4,4,5,8,"1,3,6","35 to less than 45","Argentina","Male","Argentina"
"R_1rDfA6430xctV1z",4,4,3,5,5,5,4,4,3,5,4,5,5,5,5,5,7,NA,NA,4,1,1,1,4,5,4,5,5,5,5,5,5,5,7,2,2,1,"6","45 to less than 55","Panama","Female","Panama"
"R_1ozFtHAhYGZEEpV",4,3,3,3,4,3,2,3,1,2,3,3,4,4,4,4,7,NA,NA,2,1,1,1,5,5,4,5,5,5,4,4,4,5,1,1,1,4,"1,3,6","55 years or over","USA","Female","USA"
"R_33ga3HZDTxqalcZ",4,4,3,4,2,5,5,4,4,4,4,5,5,5,5,5,NA,2,1,5,2,4,4,3,4,3,4,4,5,5,4,5,5,2,4,5,7,"1,2,6","25 to less than 35","Mexico","Male","Mexico"
"R_3h40hdnFNbVSj3T",4,4,2,3,3,4,3,2,3,4,3,5,4,4,4,4,NA,5,5,2,3,3,3,5,5,5,5,3,5,3,2,5,4,2,4,4,7,"1,3,5","35 to less than 45","Germany","Male","Germany"
"R_2AZMgCbGnteBj9P",3,4,3,4,4,4,5,5,4,3,4,4,5,5,5,5,NA,2,5,3,2,3,3,5,5,5,5,5,5,5,5,5,5,4,2,4,8,"1,3,6","25 to less than 35","USA","Male","USA"
"R_1im0r4rMHDaBghX",4,4,5,4,3,3,2,2,3,3,3,4,5,5,5,4,NA,5,3,3,4,2,1,4,3,3,2,3,5,2,2,3,3,4,4,4,7,"1,3,5","less than 25","USA","Female","USA"
"R_UgNw6cszRL8ErER",4,4,2,4,4,1,4,4,3,3,4,4,3,4,3,4,4,NA,NA,3,2,2,2,5,4,3,4,3,4,3,5,5,3,4,5,4,7,"1,3,5","55 years or over","Germany","Male","Germany"
"R_1pGS2OMPEJAaFgN",5,5,4,4,3,3,3,4,4,3,3,4,5,5,5,4,NA,5,NA,2,2,5,3,4,3,4,3,3,4,5,4,5,5,2,4,4,8,"1,3,5","45 to less than 55","USA","Female","USA"
"R_1IYqlnTRVT4IOv0",4,4,3,3,5,5,4,3,2,3,3,4,5,4,3,4,NA,5,5,2,4,5,3,3,2,1,4,4,5,5,3,5,4,2,4,4,7,"1,2,3","45 to less than 55","Germany","Male","Germany"
"R_1hScNroEcziJgPw",5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,NA,5,3,4,2,4,4,4,5,4,5,5,5,5,5,3,5,2,4,4,5,"1,2,5","55 years or over","Germany","Female","Germany"
"R_3nPnDthVmt5mICd",4,4,4,4,3,4,4,3,3,4,3,3,3,4,4,4,3,2,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,2,2,4,5,"1,3,5","35 to less than 45","Taiwan","Male","Taiwan"
"R_3COuuRaj2AxcoUv",5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,7,2,3,1,1,1,1,5,5,5,5,5,4,5,5,5,5,1,1,1,1,"1,2,6","35 to less than 45","China","Male","China"
"R_tEZqXNessiQeCpX",4,5,3,4,3,4,5,4,4,3,3,4,5,5,5,4,1,2,3,2,2,1,2,5,5,4,4,5,5,4,4,4,4,2,1,5,5,"1,2,6","25 to less than 35","USA","Male","USA"
"R_bdurGmtWKDTcZIB",4,4,3,4,3,4,4,4,4,4,4,4,5,5,5,4,NA,5,5,4,4,4,4,5,5,4,4,5,4,5,5,5,5,4,5,5,8,"1,3,6","45 to less than 55","USA","Female","USA"
"R_YY8NEL919QTP7Gh",4,4,3,4,2,4,4,4,3,3,4,4,5,5,5,4,NA,2,5,3,1,3,4,5,5,5,5,5,5,5,5,5,5,5,4,5,8,"2,3,6","25 to less than 35","Colombia","Female","Colombia"
"R_3wm8sCGCARlstd7",5,5,5,4,4,5,4,4,5,1,4,4,5,5,4,5,2,NA,NA,3,2,4,2,5,5,4,4,5,5,5,4,4,4,7,2,1,7,"5","35 to less than 45","Spain","Male","Spain"
"R_tWYeIwgsnAr4m5j",3,5,4,5,4,5,5,5,4,4,4,4,5,5,5,5,NA,5,3,3,4,5,3,5,5,5,5,5,5,5,5,5,5,2,5,6,8,"1,2,3","less than 25","Brazil","Male","Brazil"
"R_11ZztUymYxFv8rG",5,5,3,4,5,3,5,4,4,4,5,5,5,4,4,2,NA,5,4,3,3,4,4,5,5,5,5,5,5,5,5,5,5,2,5,5,8,"1,2,3","45 to less than 55","USA","Male","USA"
"R_2SjoXzi5uwvcsVa",4,4,4,3,4,5,3,3,3,3,4,4,4,4,4,3,7,2,NA,4,3,3,3,5,5,5,5,5,5,5,5,5,5,2,4,4,7,"2,5,6","45 to less than 55","Argentina","Male","Argentina"
"R_2AHlnH518KAd2Ms",5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,NA,1,4,4,4,4,4,5,5,5,5,5,5,3,4,4,4,2,4,4,5,"1,3,6","35 to less than 45","France","Female","France"
"R_9Qte0Fr4JIjsVep",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,4,5,5,7,"1,3,6","25 to less than 35","USA","Male","USA"
"R_UMB8IiegSTHI8GR",4,3,2,3,4,5,4,5,4,4,3,3,5,5,5,4,3,2,5,3,2,2,1,3,2,3,2,4,4,4,4,4,3,5,5,5,7,"1,3,6","25 to less than 35","USA","Male","USA"
"R_1CILJzA4jVw1y7U",4,5,3,4,5,4,4,4,4,2,4,4,5,4,4,5,NA,5,5,1,1,3,1,5,5,5,5,4,5,5,5,5,5,4,5,5,8,"1,2,5","25 to less than 35","France","Male","France"
"R_QiAgwzEVQw4Ct5T",4,5,4,4,3,5,5,4,4,2,3,4,4,4,4,4,NA,5,4,1,2,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,8,"1,3,5","25 to less than 35","Germany","Male","Germany"
"R_21p3wy2WwWHSed4",5,4,5,5,4,4,4,4,4,4,1,3,4,3,4,4,NA,1,3,4,3,3,3,4,4,3,4,4,2,2,5,5,5,2,4,4,5,"3,6","35 to less than 45","Ireland","Female","Ireland"
"R_301B3QrHvnivn1W",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,5,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,2,2,7,"3,4,6","25 to less than 35","USA","Male","USA"
"R_2xzoQ2cx5g7yoCb",4,4,4,4,5,5,4,4,4,3,4,3,4,5,5,5,NA,1,2,4,4,2,2,5,4,3,4,4,4,4,5,5,5,2,5,5,8,"1,3","55 years or over","USA","Male","USA"
"R_1pQFFE2tKdy7P4v",4,4,4,3,4,4,4,4,3,3,4,4,5,5,5,4,NA,5,NA,3,2,2,2,5,5,4,4,4,4,4,4,5,5,2,4,4,4,"1,4,5","35 to less than 45","USA","Female","USA"
"R_3nUjTM1xHze7cgv",4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,2,3,3,3,3,3,5,5,3,5,5,5,5,5,5,5,7,4,5,5,"1,3,6","55 years or over","Brazil","Male","Brazil"
"R_R1Wau0Umy0FO8Zb",3,4,3,4,3,5,4,2,1,3,4,2,5,5,5,4,NA,5,5,3,2,4,3,5,5,2,5,4,4,3,2,3,4,4,5,6,8,"1,2,5","less than 25","Uruguay","Female","Uruguay"
"R_1kYwhB2xr1S6d7q",4,4,4,5,3,4,5,4,5,4,4,4,5,5,4,4,NA,NA,NA,4,4,4,5,5,1,4,5,5,5,5,5,5,5,7,5,6,1,"1,2,5","45 to less than 55","China","Male","China"
"R_2OZ0CHvf4FmCQDa",4,4,2,3,3,2,2,1,3,2,2,2,3,3,3,3,7,2,3,4,2,1,1,5,5,5,5,5,5,5,5,5,5,1,2,4,4,"3,5,6","35 to less than 45","USA","Male","USA"
"R_2ztIFIEvS80VHLD",5,5,4,4,4,5,4,4,4,3,4,4,4,4,5,4,NA,1,4,4,3,3,3,4,4,4,4,5,5,4,4,4,4,2,5,5,7,"2,5,6","55 years or over","Colombia","Female","Colombia"
"R_pcRLVjE9Gu9RVXr",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,6,6,8,"1,2,6","45 to less than 55","China","Male","China"
"R_3h0Cu4HMBnLkkpN",4,4,4,4,1,3,4,3,2,4,3,2,5,5,5,NA,NA,NA,NA,2,1,3,1,5,5,5,5,5,5,3,5,5,5,4,5,5,7,"3,5,6","25 to less than 35","Germany","Female","Germany"
"R_W9FTe3NTj2kKWvT",4,5,3,2,4,5,4,3,4,4,4,3,5,5,5,NA,NA,NA,NA,3,3,2,2,5,5,5,5,5,5,5,5,5,5,4,5,5,8,"1,3,6","45 to less than 55","Germany","Female","Germany"
"R_277Ngka9avEpayN",4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,NA,5,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,2,4,5,5,"1,2,3","55 years or over","USA","Male","USA"
"R_11jODGiAkR98afZ",3,4,2,3,3,3,3,2,2,3,2,1,4,5,5,4,NA,5,5,3,2,4,3,4,3,2,4,4,4,3,4,4,4,1,5,6,1,"1,3,5","55 years or over","USA","Female","USA"
"R_Ox1ma9rvqb2LX0Z",5,5,3,4,4,5,4,3,3,4,4,4,5,5,5,5,NA,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,2,4,5,5,"1,3,6","25 to less than 35","Uruguay","Female","Uruguay"
